,GO_ID,GO_term,GO_term_count
9408,GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding,1
4819,GO:0000722,telomere maintenance via recombination,1
9412,GO:0097070,ductus arteriosus closure,1
9413,GO:1900222,negative regulation of amyloid-beta clearance,1
9414,GO:1900239,regulation of phenotypic switching,1
9415,GO:1903800,positive regulation of production of miRNAs involved in gene silencing by miRNA,1
9416,GO:2000587,negative regulation of platelet-derived growth factor receptor-beta signaling pathway,1
9417,GO:2000721,positive regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation,1
9418,GO:2000724,positive regulation of cardiac vascular smooth muscle cell differentiation,1
9419,GO:2001015,negative regulation of skeletal muscle cell differentiation,1
9420,GO:0001578,microtubule bundle formation,1
9421,GO:0007019,microtubule depolymerization,1
9422,GO:0007631,feeding behavior,1
9423,GO:0039706,co-receptor binding,1
9448,GO:0007158,neuron cell-cell adhesion,1
9449,GO:0042043,neurexin family protein binding,1
899,GO:0004175,endopeptidase activity,1
9477,GO:0120163,negative regulation of cold-induced thermogenesis,1
9479,GO:0048856,anatomical structure development,1
4718,GO:0060613,fat pad development,1
9482,GO:0030516,regulation of axon extension,1
9483,GO:0043194,axon initial segment,1
9484,GO:0045162,clustering of voltage-gated sodium channels,1
9485,GO:0086080,protein binding involved in heterotypic cell-cell adhesion,1
4715,GO:0060296,regulation of cilium beat frequency involved in ciliary motility,1
9488,GO:0005021,vascular endothelial growth factor-activated receptor activity,1
4707,GO:0051492,regulation of stress fiber assembly,1
4706,GO:0051457,maintenance of protein location in nucleus,1
4705,GO:0050893,sensory processing,1
4699,GO:0046907,intracellular transport,1
4698,GO:0046548,retinal rod cell development,1
9496,GO:0019838,growth factor binding,1
9497,GO:0019955,cytokine binding,1
4697,GO:0045724,positive regulation of cilium assembly,1
9500,GO:0021649,vestibulocochlear nerve structural organization,1
9478,GO:0044323,retinoic acid-responsive element binding,1
9476,GO:0071347,cellular response to interleukin-1,1
900,GO:0004180,carboxypeptidase activity,1
4719,GO:0061512,protein localization to cilium,1
9454,GO:0089717,spanning component of membrane,1
9455,GO:0097104,postsynaptic membrane assembly,1
9456,GO:0098983,"symmetric, GABA-ergic, inhibitory synapse",1
9457,GO:0098985,"asymmetric, glutamatergic, excitatory synapse",1
9458,GO:0099054,presynapse assembly,1
9461,GO:0001678,cellular glucose homeostasis,1
9462,GO:0005978,glycogen biosynthetic process,1
4731,GO:0042552,myelination,1
9465,GO:0010498,proteasomal protein catabolic process,1
9466,GO:0034144,negative regulation of toll-like receptor 4 signaling pathway,1
9467,GO:0042749,regulation of circadian sleep/wake cycle,1
4728,GO:1903546,protein localization to photoreceptor outer segment,1
9470,GO:0045598,regulation of fat cell differentiation,1
9471,GO:0060086,circadian temperature homeostasis,1
9472,GO:0061469,regulation of type B pancreatic cell proliferation,1
9473,GO:0070859,positive regulation of bile acid biosynthetic process,1
4727,GO:1902855,regulation of non-motile cilium assembly,1
9404,GO:0055007,cardiac muscle cell differentiation,1
9402,GO:0051150,regulation of smooth muscle cell differentiation,1
9306,GO:0046686,response to cadmium ion,1
4888,GO:0033600,negative regulation of mammary gland epithelial cell proliferation,1
9335,GO:0030016,myofibril,1
4922,GO:0008353,RNA polymerase II CTD heptapeptide repeat kinase activity,1
4917,GO:0006325,chromatin organization,1
4908,GO:0000083,regulation of transcription involved in G1/S transition of mitotic cell cycle,1
4907,GO:1990426,mitotic recombination-dependent replication fork processing,1
9342,GO:0032982,myosin filament,1
4904,GO:0048478,replication fork protection,1
4889,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,1
4887,GO:0033593,BRCA2-MAGE-D1 complex,1
9401,GO:0048565,digestive tract development,1
4877,GO:0010485,H4 histone acetyltransferase activity,1
9348,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,1
4876,GO:0010484,H3 histone acetyltransferase activity,1
4871,GO:0010225,response to UV-C,1
9351,GO:0003094,glomerular filtration,1
4870,GO:0010165,response to X-ray,1
4869,GO:0008585,female gonad development,1
9354,GO:0006807,nitrogen compound metabolic process,1
881,GO:1902995,positive regulation of phospholipid efflux,1
9329,GO:0005859,muscle myosin complex,1
876,GO:1901076,positive regulation of engulfment of apoptotic cell,1
9325,GO:0030277,maintenance of gastrointestinal epithelium,1
9307,GO:1990079,cartilage homeostasis,1
9308,GO:0004489,methylenetetrahydrofolate reductase (NAD(P)H) activity,1
9309,GO:0006555,methionine metabolic process,1
9310,GO:0009086,methionine biosynthetic process,1
9311,GO:0031060,regulation of histone methylation,1
9312,GO:0033274,response to vitamin B2,1
9313,GO:0035999,tetrahydrofolate interconversion,1
9314,GO:0046500,S-adenosylmethionine metabolic process,1
9315,GO:0046655,folic acid metabolic process,1
9316,GO:0050667,homocysteine metabolic process,1
9317,GO:0051593,response to folic acid,1
9318,GO:0070829,heterochromatin maintenance,1
9319,GO:0072341,modified amino acid binding,1
9320,GO:0001558,regulation of cell growth,1
9321,GO:0005176,ErbB-2 class receptor binding,1
875,GO:1900223,positive regulation of amyloid-beta clearance,1
9324,GO:0030197,"extracellular matrix constituent, lubricant activity",1
4856,GO:0007141,male meiosis I,1
4855,GO:0006978,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",1
9357,GO:0035166,post-embryonic hemopoiesis,1
9380,GO:2001055,positive regulation of mesenchymal cell apoptotic process,1
9382,GO:0006939,smooth muscle contraction,1
9383,GO:0014820,tonic smooth muscle contraction,1
9384,GO:0032060,bleb assembly,1
9385,GO:0060414,aorta smooth muscle tissue morphogenesis,1
9388,GO:0001560,regulation of cell growth by extracellular stimulus,1
9389,GO:0003231,cardiac ventricle development,1
9390,GO:0003257,positive regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation,1
9391,GO:0010667,negative regulation of cardiac muscle cell apoptotic process,1
4838,GO:0001833,inner cell mass cell proliferation,1
4837,GO:0001556,oocyte maturation,1
9394,GO:0035051,cardiocyte differentiation,1
9395,GO:0035065,regulation of histone acetylation,1
9396,GO:0035886,vascular associated smooth muscle cell differentiation,1
9397,GO:0043954,cellular component maintenance,1
9398,GO:0045661,regulation of myoblast differentiation,1
9399,GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,1
9400,GO:0048286,lung alveolus development,1
9381,GO:0004687,myosin light chain kinase activity,1
9379,GO:2000678,negative regulation of transcription regulatory region DNA binding,1
9358,GO:0048008,platelet-derived growth factor receptor signaling pathway,1
9378,GO:0090427,activation of meiosis,1
9359,GO:0072015,glomerular visceral epithelial cell development,1
9360,GO:0002063,chondrocyte development,1
9361,GO:0003198,epithelial to mesenchymal transition involved in endocardial cushion formation,1
9362,GO:0023019,signal transduction involved in regulation of gene expression,1
9365,GO:0032792,negative regulation of CREB transcription factor activity,1
9366,GO:0035115,embryonic forelimb morphogenesis,1
9367,GO:0035313,"wound healing, spreading of epidermal cells",1
9368,GO:0035880,embryonic nail plate morphogenesis,1
9369,GO:0045617,negative regulation of keratinocyte differentiation,1
9370,GO:0048598,embryonic morphogenesis,1
9371,GO:0048863,stem cell differentiation,1
9372,GO:0051795,positive regulation of timing of catagen,1
9373,GO:0060346,bone trabecula formation,1
9374,GO:0060363,cranial suture morphogenesis,1
9375,GO:0060364,frontal suture morphogenesis,1
9376,GO:0061312,BMP signaling pathway involved in heart development,1
9377,GO:0070166,enamel mineralization,1
9100,GO:0033129,positive regulation of histone phosphorylation,1
9099,GO:0032872,regulation of stress-activated MAPK cascade,1
5340,GO:0060371,regulation of atrial cardiac muscle cell membrane depolarization,1
8779,GO:0070544,histone H3-K36 demethylation,1
8769,GO:0043046,DNA methylation involved in gamete generation,1
5992,GO:0090537,CERF complex,1
5991,GO:0061640,cytoskeleton-dependent cytokinesis,1
8774,GO:0032452,histone demethylase activity,1
5977,GO:0006309,apoptotic DNA fragmentation,1
5976,GO:0000791,euchromatin,1
5975,GO:2000179,positive regulation of neural precursor cell proliferation,1
8778,GO:0051864,histone demethylase activity (H3-K36 specific),1
8780,GO:0006397,mRNA processing,1
6046,GO:0035064,methylated histone binding,1
5974,GO:0060059,embryonic retina morphogenesis in camera-type eye,1
8783,GO:0008266,poly(U) RNA binding,1
5971,GO:0051057,positive regulation of small GTPase mediated signal transduction,1
8790,GO:0050770,regulation of axonogenesis,1
8791,GO:0071889,14-3-3 protein binding,1
8792,GO:0006996,organelle organization,1
8793,GO:0008045,motor neuron axon guidance,1
8794,GO:0008574,"ATP-dependent microtubule motor activity, plus-end-directed",1
5993,GO:0097194,execution phase of apoptosis,1
8762,GO:0034720,histone H3-K4 demethylation,1
8761,GO:0034649,histone demethylase activity (H3-monomethyl-K4 specific),1
8760,GO:0034648,histone demethylase activity (H3-dimethyl-K4 specific),1
8736,GO:0061051,positive regulation of cell growth involved in cardiac muscle cell development,1
8737,GO:0070886,positive regulation of calcineurin-NFAT signaling cascade,1
6042,GO:0016569,covalent chromatin modification,1
8740,GO:1904075,positive regulation of trophectodermal cell proliferation,1
8741,GO:1905460,negative regulation of vascular associated smooth muscle cell apoptotic process,1
8742,GO:2000679,positive regulation of transcription regulatory region DNA binding,1
6025,GO:0070201,regulation of establishment of protein localization,1
6022,GO:0048793,pronephros development,1
6021,GO:0042462,eye photoreceptor cell development,1
6020,GO:0036038,MKS complex,1
8750,GO:0031463,Cul3-RING ubiquitin ligase complex,1
8751,GO:0043149,stress fiber assembly,1
8752,GO:0045740,positive regulation of DNA replication,1
6017,GO:0030916,otic vesicle formation,1
8757,GO:0061351,neural precursor cell proliferation,1
8758,GO:0006349,regulation of gene expression by genetic imprinting,1
8759,GO:0016491,oxidoreductase activity,1
8795,GO:0035253,ciliary rootlet,1
8796,GO:0044295,axonal growth cone,1
8801,GO:0098971,anterograde dendritic transport of neurotransmitter receptor complex,1
8833,GO:0045995,regulation of embryonic development,1
8836,GO:0060441,epithelial tube branching involved in lung morphogenesis,1
8837,GO:0060445,branching involved in salivary gland morphogenesis,1
8838,GO:0061304,retinal blood vessel morphogenesis,1
8841,GO:0000470,maturation of LSU-rRNA,1
8844,GO:0030687,"preribosome, large subunit precursor",1
8845,GO:0071339,MLL1 complex,1
8846,GO:0090730,Las1 complex,1
8847,GO:0005041,low-density lipoprotein particle receptor activity,1
8848,GO:0010867,positive regulation of triglyceride biosynthetic process,1
8849,GO:0010899,regulation of phosphatidylcholine catabolic process,1
5816,GO:0014824,artery smooth muscle contraction,1
5792,GO:0001817,regulation of cytokine production,1
5785,GO:0090160,Golgi to lysosome transport,1
8855,GO:0030229,very-low-density lipoprotein particle receptor activity,1
8856,GO:0030299,intestinal cholesterol absorption,1
8859,GO:0032050,clathrin heavy chain binding,1
5765,GO:0031098,stress-activated protein kinase signaling cascade,1
5830,GO:0045779,negative regulation of bone resorption,1
8832,GO:0045198,establishment of epithelial cell apical/basal polarity,1
8802,GO:0099641,anterograde axonal protein transport,1
8831,GO:0043208,glycosphingolipid binding,1
8803,GO:0150034,distal axon,1
5962,GO:0010172,embryonic body morphogenesis,1
8806,GO:0007597,"blood coagulation, intrinsic pathway",1
5947,GO:1901385,regulation of voltage-gated calcium channel activity,1
5924,GO:0050807,regulation of synapse organization,1
8817,GO:0031424,keratinization,1
8818,GO:0070268,cornification,1
8819,GO:0002011,morphogenesis of an epithelial sheet,1
8820,GO:0005606,laminin-1 complex,1
8821,GO:0005608,laminin-3 complex,1
5917,GO:0021957,corticospinal tract morphogenesis,1
69,GO:0009448,gamma-aminobutyric acid metabolic process,1
70,GO:0009449,gamma-aminobutyric acid biosynthetic process,1
71,GO:0009450,gamma-aminobutyric acid catabolic process,1
5857,GO:2000409,positive regulation of T cell extravasation,1
5856,GO:2000391,positive regulation of neutrophil extravasation,1
5855,GO:0050904,diapedesis,1
8735,GO:0060283,negative regulation of oocyte development,1
6047,GO:0043923,positive regulation by host of viral transcription,1
8864,GO:0034382,chylomicron remnant clearance,1
8668,GO:0099625,ventricular cardiac muscle cell membrane repolarization,1
6153,GO:0021523,somatic motor neuron differentiation,1
6152,GO:0008610,lipid biosynthetic process,1
8660,GO:0031226,intrinsic component of plasma membrane,1
8661,GO:0044853,plasma membrane raft,1
8664,GO:1905030,voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential,1
8665,GO:0086008,voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization,1
8666,GO:0097623,potassium ion export across plasma membrane,1
8667,GO:0098915,membrane repolarization during ventricular cardiac muscle cell action potential,1
8669,GO:1902282,voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization,1
6048,GO:0004663,Rab geranylgeranyltransferase activity,1
8670,GO:0005242,inward rectifier potassium channel activity,1
6138,GO:0007040,lysosome organization,1
6137,GO:0007006,mitochondrial membrane organization,1
8673,GO:0005267,potassium channel activity,1
8674,GO:0022841,potassium ion leak channel activity,1
8675,GO:0030322,stabilization of membrane potential,1
8676,GO:0006970,response to osmotic stress,1
8677,GO:0015269,calcium-activated potassium channel activity,1
8657,GO:0001508,action potential,1
8656,GO:1990089,response to nerve growth factor,1
8655,GO:1903818,positive regulation of voltage-gated potassium channel activity,1
8654,GO:0099508,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,1
6202,GO:0030135,coated vesicle,1
6201,GO:0030130,clathrin coat of trans-Golgi network vesicle,1
8629,GO:0005251,delayed rectifier potassium channel activity,1
6169,GO:0097001,ceramide binding,1
8635,GO:0010996,response to auditory stimulus,1
8636,GO:0014075,response to amine,1
8637,GO:0021759,globus pallidus development,1
